,PubchemID,Cluster,weight
3101,8761,268,9.107833100779994e-05
3102,5359272,269,0.0040730229626688135
3103,4614,269,0.0040730229626688135
3104,2265,269,0.0040730229626688135
3105,157688,269,0.0040730229626688135
3106,6251,270,0.0031513102528698783
3107,156391,270,0.0031513102528698783
3108,42611257,270,0.0031513102528698783
3109,54686350,270,0.0031513102528698783
3110,60752,270,0.0031513102528698783
3111,156418,270,0.0031513102528698783
3112,193962,270,0.0031513102528698783
3113,216258,270,0.0031513102528698783
3114,5493381,270,0.0031513102528698783
3115,6328144,270,0.0031513102528698783
3116,60825,271,0.0011257281712564074
3117,54746,272,0.0010310067070082953
3118,157684,272,0.0010310067070082953
3119,444238,272,0.0010310067070082953
3120,18609542,273,1.4572532961247992e-05
3121,11979316,274,0.006659647563290332
3122,11626560,274,0.006659647563290332
3123,3194,274,0.006659647563290332
3124,4163,274,0.006659647563290332
3125,11238823,275,0.00010929399720935994
3126,11235728,276,0.001497327761768231
3127,449244,276,0.001497327761768231
3128,16220172,276,0.001497327761768231
3129,24987688,276,0.001497327761768231
3130,9818231,276,0.001497327761768231
3131,6453361,277,0.0003679564572715118
3132,17754181,277,0.0003679564572715118
3133,5287565,277,0.0003679564572715118
3134,216210,278,0.0006958384488995916
3135,73303,278,0.0006958384488995916
3136,3085218,278,0.0006958384488995916
3137,114709,279,0.00038252899023275976
3138,445302,279,0.00038252899023275976
3139,68613,280,0.007592289672810204
3140,3939,281,0.0006448345835352237
3141,6834,281,0.0006448345835352237
3142,443368,281,0.0006448345835352237
3143,5330286,282,8.743519776748795e-05
3144,5610,283,0.0019308606173653589
3145,71616,283,0.0019308606173653589
3146,449088,283,0.0019308606173653589
3147,444655,283,0.0019308606173653589
3148,22297,283,0.0019308606173653589
3149,441923,283,0.0019308606173653589
3150,49831411,283,0.0019308606173653589
3151,5288373,284,0.005351762730018325
3152,439155,284,0.005351762730018325
3153,447874,284,0.005351762730018325
3154,24894155,284,0.005351762730018325
3155,16058629,284,0.005351762730018325
3156,5331010,285,0.00043353285559712774
3157,10138993,285,0.00043353285559712774
3158,2059510,286,8.014893128686396e-05
3159,4112111,286,8.014893128686396e-05
3160,4369434,286,8.014893128686396e-05
3161,46937086,286,8.014893128686396e-05
3162,848641,286,8.014893128686396e-05
3163,745994,287,5.829013184499197e-05
3164,3161908,287,5.829013184499197e-05
3165,6995013,288,2.5501932682183986e-05
3166,16122567,289,0.001836139153117247
3167,4099,289,0.001836139153117247
3168,54677470,289,0.001836139153117247
3169,5482,289,0.001836139153117247
3170,51683,289,0.001836139153117247
3171,10442,289,0.001836139153117247
3172,446876,289,0.001836139153117247
3173,17753880,289,0.001836139153117247
3174,5214,289,0.001836139153117247
3175,24978486,290,1.0929399720935994e-05
3176,11840913,291,0.0001712272622946639
3177,3256859,291,0.0001712272622946639
3178,24752838,292,0.0004408191220777517
3179,71329,292,0.0004408191220777517
3180,5288561,292,0.0004408191220777517
3181,444894,293,0.0001639409958140399
3182,199994,293,0.0001639409958140399
3183,24812718,293,0.0001639409958140399
3184,5353894,293,0.0001639409958140399
3185,5312125,294,0.015129932347015727
