PubchemID,Cluster
2910,129
3394,129
3639,129
54675769,129
5342,129
3103,129
54685524,129
5329,130
126046,130
5839,130
149351,131
5472,131
441281,131
3038,131
3396,131
11167602,131
3000322,132
4674,132
72474,132
2118,132
444013,132
51039,132
4746,132
4235,132
5206,132
11291,132
7638,133
65249,133
447655,134
119182,134
46936331,134
16760554,134
447098,134
5289389,134
4477,134
5496862,134
46937033,134
20541332,134
764764,134
243556,135
5538,135
4564,135
239,135
175,135
1567,135
2396,135
10072851,135
6365297,135
25129137,135
25229546,135
42647299,136
5936,136
6852140,136
16122632,137
65999,137
16122633,137
135908257,137
24798097,137
24800833,138
4212,138
5312125,138
25155578,138
192706,139
14257662,139
177336,140
101660566,140
9934347,140
7966,141
62296,141
27934,141
5287846,141
446506,141
46936786,141
5289284,141
46937056,141
447534,142
46936666,142
447405,143
3899,143
9549258,143
24836810,143
408285,144
5359421,145
5486971,145
115355,145
19150,145
3341,145
2762,145
13308,145
5284543,145
2441,145
31401,145
33746,145
115100,146
12560,146
2179,146
7028,146
5164,146
5311447,147
3404,147
4116,147
4583,147
56330,147
23653502,147
3083544,148
46936877,148
8271,149
4474,149
3516,149
443879,149
33613,149
9433,149
941651,149
57469,150
4107,150
4409,150
2767,150
4946,150
60648,150
46936314,150
18432427,150
60825,151
1854,152
447736,152
24779674,153
5326871,153
25181315,153
5288878,154
46936546,154
17753852,154
447960,154
11481186,154
25138203,154
440114,154
54929,154
24794392,154
135908259,154
135461982,155
440046,155
46936781,155
25113617,155
16043304,155
24905143,155
5321765,155
10062714,155
44129603,155
9865587,156
24856362,157
1720,157
135422922,157
24768560,157
24768537,158
46936815,158
135908253,158
9543487,158
6914573,158
25113181,158
9845059,158
3695754,158
46936881,159
1337,159
172469,159
8153,159
70119,159
447329,160
152951,160
3168,160
5568,160
441335,160
124087,160
5327,160
15433,160
5287512,160
46937112,160
46936645,161
17754178,162
448660,162
446242,163
1048,164
46936475,164
17754220,164
46936806,164
439553,164
24180714,164
24768549,164
6914627,164
979,164
5327109,164
774282,165
3572,165
448524,165
1017,165
46936519,165
1174,165
657095,165
3000346,165
46936201,166
5070,166
1944,166
5326637,166
1941,166
136254595,166
46936878,166
215436,166
499953,166
1698,166
43594,167
3226,167
29327,167
6307,167
456255,167
33255,167
44185,167
31101,168
448998,168
3957,169
9354,169
31378,169
6839,169
53025,169
46936899,169
4917,170
10531,170
60871,170
123606,170
644073,170
23897,170
12606920,171
46936188,171
12544,171
446816,171
453551,171
7156967,171
444732,171
135433906,171
6420121,171
5328969,172
5227,172
16758228,172
4565,172
23653530,172
1122713,172
24892821,172
11610553,172
11314340,172
10224714,173
3870203,173
46937111,173
25150855,173
11373270,173
2059510,174
4112111,174
4369434,174
46937086,174
4369432,174
15942677,175
5193,175
2477,175
46936270,175
16040261,175
24752837,175
10250490,176
6857690,176
15942651,176
46937118,177
5326713,177
448024,177
136026707,177
23653507,177
46937108,177
5289162,177
5494443,177
25011733,178
9797919,178
44144383,178
5276520,179
11545694,179
24178121,179
9547923,179
135566411,179
3032732,179
5733,180
60854,180
2723601,180
6436135,180
3047758,180
9869365,181
17754156,181
46936995,181
17758920,181
11712628,181
443118,181
10477723,181
46936735,182
5496599,183
5289469,183
2723698,183
5288193,183
46936318,184
5429,184
68723,184
46936443,184
136254577,185
21319,185
2265,185
447652,185
46936575,185
92253,186
46937076,186
3446,187
34698,187
5284512,187
16850,187
6726,187
107807,188
9941444,188
6082,189
16122635,189
2727,190
54746,191
444238,191
23760140,192
5288373,193
65552,193
447874,193
5288588,193
24894155,193
16058629,193
4369567,193
5331010,194
10138993,194
46937157,195
16058639,195
11160307,196
6420120,197
146719,197
160556,197
4149241,197
6420119,197
745994,198
3161908,198
9547901,199
772,199
17754054,199
135464491,200
11213558,200
24794406,201
135424789,201
445015,202
447492,202
6852193,203
16122567,204
4099,204
54677470,204
5482,204
688267,204
10442,204
446876,204
46936847,204
44176356,205
16129704,205
6914633,205
9820034,205
10017976,205
11507920,205
5326870,205
24752838,206
71329,206
5288561,206
24778473,207
9547900,207
5288679,207
6918852,207
6914661,208
596,209
7057884,209
56927674,209
5289247,210
21307,210
4495,210
444302,211
136254605,212
657140,212
46936803,213
1103,213
5702548,213
78057,213
446195,213
46936791,214
2170,214
446157,214
108156,214
46936667,214
743,214
54688261,215
120231,215
3739,215
448668,216
65866,216
46936227,216
80654,216
8747,216
3678,217
46936371,217
3698,218
5596,218
174174,218
5505,218
8955,218
23727981,218
5875,219
60789,220
8982,220
2405,220
6741,221
6323244,221
5105,221
3278,222
2216,222
39507,223
16129675,223
4991,223
57697,224
5504,225
5770,225
4004,226
9782,226
2717,226
637540,226
4737,227
4075,228
15627868,228
10274777,229
478379,230
3387240,230
449087,230
11659487,230
16058650,231
44263483,232
448014,232
11332763,233
11840913,234
3256859,234
46937058,235
5287495,236
24768547,237
25220914,237
24941243,237
6623,238
